Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-01 09:30:00-05:00,249.5,249.74000549316406,248.02000427246094,248.7220001220703,1828250,0.0,0.0
2023-03-01 09:35:00-05:00,248.72000122070312,249.05999755859375,247.77000427246094,248.17999267578125,772568,0.0,0.0
2023-03-01 09:40:00-05:00,248.1649932861328,248.57000732421875,247.92999267578125,248.27999877929688,544970,0.0,0.0
2023-03-01 09:45:00-05:00,248.3000030517578,249.3199005126953,248.10000610351562,249.24000549316406,513953,0.0,0.0
2023-03-01 09:50:00-05:00,249.25,249.8000030517578,249.1199951171875,249.72999572753906,546661,0.0,0.0
2023-03-01 09:55:00-05:00,249.75,249.85000610351562,249.1999969482422,249.60000610351562,342332,0.0,0.0
2023-03-01 10:00:00-05:00,249.6300048828125,249.92999267578125,248.6199951171875,248.74000549316406,480042,0.0,0.0
2023-03-01 10:05:00-05:00,248.72000122070312,248.72999572753906,248.0,248.11000061035156,477447,0.0,0.0
2023-03-01 10:10:00-05:00,248.0800018310547,248.0800018310547,247.5500030517578,247.55999755859375,344100,0.0,0.0
2023-03-01 10:15:00-05:00,247.5399932861328,247.89999389648438,247.36000061035156,247.80999755859375,301498,0.0,0.0
2023-03-01 10:20:00-05:00,247.84500122070312,248.1699981689453,247.5500030517578,247.97000122070312,237740,0.0,0.0
2023-03-01 10:25:00-05:00,247.9499969482422,248.0,247.61000061035156,247.66000366210938,162349,0.0,0.0
2023-03-01 10:30:00-05:00,247.6699981689453,247.69000244140625,247.25,247.4499969482422,335942,0.0,0.0
2023-03-01 10:35:00-05:00,247.47000122070312,248.5800018310547,247.3800048828125,248.47000122070312,392252,0.0,0.0
2023-03-01 10:40:00-05:00,248.47999572753906,249.0399932861328,248.47000122070312,248.9499969482422,275231,0.0,0.0
2023-03-01 10:45:00-05:00,249.0,249.25999450683594,248.77000427246094,249.0500030517578,212031,0.0,0.0
2023-03-01 10:50:00-05:00,249.0500030517578,249.05999755859375,248.69590759277344,248.8000030517578,139303,0.0,0.0
2023-03-01 10:55:00-05:00,248.80999755859375,248.84500122070312,248.35000610351562,248.35000610351562,241477,0.0,0.0
2023-03-01 11:00:00-05:00,248.35000610351562,248.375,247.66000366210938,247.71629333496094,215992,0.0,0.0
2023-03-01 11:05:00-05:00,247.7100067138672,247.75999450683594,246.99000549316406,247.0153045654297,329610,0.0,0.0
2023-03-01 11:10:00-05:00,246.9600067138672,247.0500030517578,246.57000732421875,246.8419952392578,347320,0.0,0.0
2023-03-01 11:15:00-05:00,246.82000732421875,247.06500244140625,246.72999572753906,246.81500244140625,316797,0.0,0.0
2023-03-01 11:20:00-05:00,246.82009887695312,247.1999969482422,246.60000610351562,247.17999267578125,216045,0.0,0.0
2023-03-01 11:25:00-05:00,247.18499755859375,247.5500030517578,247.14999389648438,247.3699951171875,253548,0.0,0.0
2023-03-01 11:30:00-05:00,247.3800048828125,247.60499572753906,247.2200927734375,247.47500610351562,199193,0.0,0.0
2023-03-01 11:35:00-05:00,247.47000122070312,247.63999938964844,247.2209930419922,247.35000610351562,187309,0.0,0.0
2023-03-01 11:40:00-05:00,247.35989379882812,248.0,247.33999633789062,247.72999572753906,255307,0.0,0.0
2023-03-01 11:45:00-05:00,247.75,248.63999938964844,247.72999572753906,248.33999633789062,321682,0.0,0.0
2023-03-01 11:50:00-05:00,248.3300018310547,248.63999938964844,248.14999389648438,248.35000610351562,192814,0.0,0.0
2023-03-01 11:55:00-05:00,248.4199981689453,248.5800018310547,248.23989868164062,248.4199981689453,146189,0.0,0.0
2023-03-01 12:00:00-05:00,248.42999267578125,248.42999267578125,247.91000366210938,247.9600067138672,158173,0.0,0.0
2023-03-01 12:05:00-05:00,247.97000122070312,248.25999450683594,247.8300018310547,248.24000549316406,193002,0.0,0.0
2023-03-01 12:10:00-05:00,248.1999969482422,248.6199951171875,248.0,248.22999572753906,171506,0.0,0.0
2023-03-01 12:15:00-05:00,248.21499633789062,248.2899932861328,247.9499969482422,247.99000549316406,100340,0.0,0.0
2023-03-01 12:20:00-05:00,247.97169494628906,248.1699981689453,247.75999450683594,247.7957000732422,188437,0.0,0.0
2023-03-01 12:25:00-05:00,247.77999877929688,248.1999969482422,247.75,247.78990173339844,176995,0.0,0.0
2023-03-01 12:30:00-05:00,247.82000732421875,247.97999572753906,247.75,247.7899932861328,150795,0.0,0.0
2023-03-01 12:35:00-05:00,247.7899932861328,248.1300048828125,247.7100067138672,247.88999938964844,178048,0.0,0.0
2023-03-01 12:40:00-05:00,247.8800048828125,248.25,247.8800048828125,248.14999389648438,428693,0.0,0.0
2023-03-01 12:45:00-05:00,248.16000366210938,248.39999389648438,248.0399932861328,248.08999633789062,125677,0.0,0.0
2023-03-01 12:50:00-05:00,248.07749938964844,248.1199951171875,247.9600067138672,248.0800018310547,139669,0.0,0.0
2023-03-01 12:55:00-05:00,248.10000610351562,248.14999389648438,247.72000122070312,247.80999755859375,257940,0.0,0.0
2023-03-01 13:00:00-05:00,247.8159942626953,247.83999633789062,247.61000061035156,247.74000549316406,146511,0.0,0.0
2023-03-01 13:05:00-05:00,247.7301025390625,247.85000610351562,247.5,247.60000610351562,134267,0.0,0.0
2023-03-01 13:10:00-05:00,247.5800018310547,247.85000610351562,247.45840454101562,247.85000610351562,170375,0.0,0.0
2023-03-01 13:15:00-05:00,247.83999633789062,247.88999938964844,247.60000610351562,247.64999389648438,132402,0.0,0.0
2023-03-01 13:20:00-05:00,247.65499877929688,247.67990112304688,247.42999267578125,247.61000061035156,137276,0.0,0.0
2023-03-01 13:25:00-05:00,247.57000732421875,247.75,247.4199981689453,247.4532928466797,136189,0.0,0.0
2023-03-01 13:30:00-05:00,247.4499969482422,247.4499969482422,247.19000244140625,247.27000427246094,197660,0.0,0.0
2023-03-01 13:35:00-05:00,247.25999450683594,247.5196990966797,247.1300048828125,247.47999572753906,138037,0.0,0.0
2023-03-01 13:40:00-05:00,247.5,247.5800018310547,247.08999633789062,247.16000366210938,114208,0.0,0.0
2023-03-01 13:45:00-05:00,247.16000366210938,247.25999450683594,246.97999572753906,247.25,141504,0.0,0.0
2023-03-01 13:50:00-05:00,247.25999450683594,247.2899932861328,246.97999572753906,247.0399932861328,139068,0.0,0.0
2023-03-01 13:55:00-05:00,247.02999877929688,247.24000549316406,246.92999267578125,247.14999389648438,129929,0.0,0.0
2023-03-01 14:00:00-05:00,247.1678009033203,247.1678009033203,246.8300018310547,246.97000122070312,121448,0.0,0.0
2023-03-01 14:05:00-05:00,246.9600067138672,246.9600067138672,246.74000549316406,246.83999633789062,133824,0.0,0.0
2023-03-01 14:10:00-05:00,246.8300018310547,247.19000244140625,246.82000732421875,247.03500366210938,147633,0.0,0.0
2023-03-01 14:15:00-05:00,247.0399932861328,247.0399932861328,246.6699981689453,246.7100067138672,136604,0.0,0.0
2023-03-01 14:20:00-05:00,246.72000122070312,246.85000610351562,246.6300048828125,246.8300018310547,193262,0.0,0.0
2023-03-01 14:25:00-05:00,246.8350067138672,246.8365936279297,246.4600067138672,246.5198974609375,154730,0.0,0.0
2023-03-01 14:30:00-05:00,246.50999450683594,246.64999389648438,246.38999938964844,246.6300048828125,156502,0.0,0.0
2023-03-01 14:35:00-05:00,246.6199951171875,246.91000366210938,246.60000610351562,246.88999938964844,153343,0.0,0.0
2023-03-01 14:40:00-05:00,246.8800048828125,246.8800048828125,246.55999755859375,246.72000122070312,146502,0.0,0.0
2023-03-01 14:45:00-05:00,246.6999969482422,246.77499389648438,246.4801025390625,246.52999877929688,141273,0.0,0.0
2023-03-01 14:50:00-05:00,246.5,246.71859741210938,246.30999755859375,246.6300048828125,182841,0.0,0.0
2023-03-01 14:55:00-05:00,246.64999389648438,246.64999389648438,246.4199981689453,246.48680114746094,144345,0.0,0.0
2023-03-01 15:00:00-05:00,246.49000549316406,246.72000122070312,246.36000061035156,246.45989990234375,238660,0.0,0.0
2023-03-01 15:05:00-05:00,246.4499969482422,246.58999633789062,246.25999450683594,246.50999450683594,178838,0.0,0.0
2023-03-01 15:10:00-05:00,246.5399932861328,246.61000061035156,246.41000366210938,246.52000427246094,190743,0.0,0.0
2023-03-01 15:15:00-05:00,246.50999450683594,246.77000427246094,246.3800048828125,246.5800018310547,230346,0.0,0.0
2023-03-01 15:20:00-05:00,246.58999633789062,246.64999389648438,246.2100067138672,246.2852020263672,322613,0.0,0.0
2023-03-01 15:25:00-05:00,246.27999877929688,246.64999389648438,246.22999572753906,246.27999877929688,230849,0.0,0.0
2023-03-01 15:30:00-05:00,246.27499389648438,246.6699981689453,246.2100067138672,246.5500030517578,282950,0.0,0.0
2023-03-01 15:35:00-05:00,246.55999755859375,246.5800018310547,246.24000549316406,246.45010375976562,244603,0.0,0.0
2023-03-01 15:40:00-05:00,246.4600067138672,246.77999877929688,246.42999267578125,246.72000122070312,282441,0.0,0.0
2023-03-01 15:45:00-05:00,246.7100067138672,246.89999389648438,246.5800018310547,246.85000610351562,326499,0.0,0.0
2023-03-01 15:50:00-05:00,246.86000061035156,246.86000061035156,246.10000610351562,246.21499633789062,576593,0.0,0.0
2023-03-01 15:55:00-05:00,246.19000244140625,246.47000122070312,245.7899932861328,246.24000549316406,1572403,0.0,0.0
2023-03-02 09:30:00-05:00,246.5500030517578,246.9550018310547,245.61000061035156,246.94000244140625,1487178,0.0,0.0
2023-03-02 09:35:00-05:00,246.91000366210938,247.33999633789062,246.6699981689453,247.1750030517578,579581,0.0,0.0
2023-03-02 09:40:00-05:00,247.1999969482422,247.58999633789062,246.85890197753906,247.00999450683594,703410,0.0,0.0
2023-03-02 09:45:00-05:00,247.00999450683594,247.30499267578125,246.6699981689453,247.1199951171875,485112,0.0,0.0
2023-03-02 09:50:00-05:00,247.1199951171875,247.47999572753906,246.6999969482422,246.72000122070312,466784,0.0,0.0
2023-03-02 09:55:00-05:00,246.7100067138672,246.82000732421875,246.38999938964844,246.61000061035156,332997,0.0,0.0
2023-03-02 10:00:00-05:00,246.66000366210938,247.35000610351562,246.52999877929688,247.1300048828125,379010,0.0,0.0
2023-03-02 10:05:00-05:00,247.13999938964844,247.3350067138672,246.74000549316406,247.0500030517578,276064,0.0,0.0
2023-03-02 10:10:00-05:00,247.05999755859375,247.64999389648438,246.83999633789062,247.58999633789062,387538,0.0,0.0
2023-03-02 10:15:00-05:00,247.57000732421875,247.82000732421875,247.1699981689453,247.4600067138672,359932,0.0,0.0
2023-03-02 10:20:00-05:00,247.47000122070312,247.72999572753906,247.0800018310547,247.50999450683594,274108,0.0,0.0
2023-03-02 10:25:00-05:00,247.5,247.72000122070312,247.07000732421875,247.60499572753906,256324,0.0,0.0
2023-03-02 10:30:00-05:00,247.61000061035156,247.72999572753906,247.17010498046875,247.38999938964844,302546,0.0,0.0
2023-03-02 10:35:00-05:00,247.39999389648438,247.50999450683594,246.91000366210938,246.97999572753906,236733,0.0,0.0
2023-03-02 10:40:00-05:00,247.0,247.0500030517578,246.75,246.99000549316406,170190,0.0,0.0
2023-03-02 10:45:00-05:00,247.0200958251953,247.17999267578125,246.77000427246094,246.84500122070312,158225,0.0,0.0
2023-03-02 10:50:00-05:00,246.83999633789062,247.5399932861328,246.8300018310547,247.47000122070312,211249,0.0,0.0
2023-03-02 10:55:00-05:00,247.4499969482422,247.75,247.32000732421875,247.6300048828125,220436,0.0,0.0
2023-03-02 11:00:00-05:00,247.65989685058594,247.91000366210938,247.4499969482422,247.4600067138672,199445,0.0,0.0
2023-03-02 11:05:00-05:00,247.47000122070312,247.89999389648438,247.46499633789062,247.58900451660156,158166,0.0,0.0
2023-03-02 11:10:00-05:00,247.5800018310547,247.75999450683594,247.41000366210938,247.42999267578125,159463,0.0,0.0
2023-03-02 11:15:00-05:00,247.44500732421875,247.8699951171875,247.19000244140625,247.2050018310547,218093,0.0,0.0
2023-03-02 11:20:00-05:00,247.2050018310547,247.43069458007812,247.02000427246094,247.0399932861328,272749,0.0,0.0
2023-03-02 11:25:00-05:00,247.05999755859375,247.19500732421875,246.8800048828125,246.92999267578125,264320,0.0,0.0
2023-03-02 11:30:00-05:00,246.94000244140625,247.0500030517578,246.71499633789062,246.82000732421875,171424,0.0,0.0
2023-03-02 11:35:00-05:00,246.8300018310547,246.88499450683594,246.60000610351562,246.8699951171875,157728,0.0,0.0
2023-03-02 11:40:00-05:00,246.8887939453125,247.02999877929688,246.72999572753906,246.75999450683594,98309,0.0,0.0
2023-03-02 11:45:00-05:00,246.77499389648438,247.16000366210938,246.6999969482422,247.1300048828125,159375,0.0,0.0
2023-03-02 11:50:00-05:00,247.13999938964844,247.4600067138672,246.93499755859375,247.0189971923828,156850,0.0,0.0
2023-03-02 11:55:00-05:00,247.07000732421875,247.4600067138672,246.97999572753906,247.4199981689453,119577,0.0,0.0
2023-03-02 12:00:00-05:00,247.44000244140625,247.55999755859375,247.35000610351562,247.52999877929688,158805,0.0,0.0
2023-03-02 12:05:00-05:00,247.5399932861328,247.60000610351562,247.36000061035156,247.47999572753906,164483,0.0,0.0
2023-03-02 12:10:00-05:00,247.47999572753906,247.52999877929688,247.1300048828125,247.22000122070312,98560,0.0,0.0
2023-03-02 12:15:00-05:00,247.23170471191406,247.24000549316406,246.8800048828125,246.91000366210938,95501,0.0,0.0
2023-03-02 12:20:00-05:00,246.94000244140625,247.1999969482422,246.89999389648438,247.16000366210938,118378,0.0,0.0
2023-03-02 12:25:00-05:00,247.14999389648438,247.36000061035156,247.08999633789062,247.25999450683594,94212,0.0,0.0
2023-03-02 12:30:00-05:00,247.25999450683594,247.64999389648438,247.25999450683594,247.4199981689453,97553,0.0,0.0
2023-03-02 12:35:00-05:00,247.43499755859375,247.49000549316406,247.22999572753906,247.27499389648438,120906,0.0,0.0
2023-03-02 12:40:00-05:00,247.33990478515625,247.35000610351562,247.08999633789062,247.25,79807,0.0,0.0
2023-03-02 12:45:00-05:00,247.27999877929688,247.35000610351562,247.09500122070312,247.13999938964844,95443,0.0,0.0
2023-03-02 12:50:00-05:00,247.1811981201172,247.39999389648438,247.16000366210938,247.389892578125,147512,0.0,0.0
2023-03-02 12:55:00-05:00,247.39500427246094,247.40499877929688,247.2100067138672,247.3300018310547,95354,0.0,0.0
2023-03-02 13:00:00-05:00,247.33999633789062,247.38999938964844,247.22000122070312,247.2550048828125,117871,0.0,0.0
2023-03-02 13:05:00-05:00,247.24000549316406,247.24000549316406,246.99000549316406,247.08999633789062,216619,0.0,0.0
2023-03-02 13:10:00-05:00,247.10499572753906,247.24000549316406,247.05999755859375,247.0800018310547,149096,0.0,0.0
2023-03-02 13:15:00-05:00,247.07000732421875,247.1699981689453,246.86000061035156,247.11500549316406,172753,0.0,0.0
2023-03-02 13:20:00-05:00,247.11019897460938,247.22999572753906,247.00999450683594,247.05999755859375,97803,0.0,0.0
2023-03-02 13:25:00-05:00,247.07000732421875,247.2899932861328,247.0,247.13499450683594,73916,0.0,0.0
2023-03-02 13:30:00-05:00,247.1300048828125,247.3000030517578,247.07000732421875,247.2899932861328,89906,0.0,0.0
2023-03-02 13:35:00-05:00,247.3000030517578,248.6999969482422,247.3000030517578,248.11000061035156,442018,0.0,0.0
2023-03-02 13:40:00-05:00,248.16000366210938,248.42990112304688,248.0,248.3300018310547,217316,0.0,0.0
2023-03-02 13:45:00-05:00,248.3300018310547,248.58999633789062,248.2100067138672,248.24000549316406,276930,0.0,0.0
2023-03-02 13:50:00-05:00,248.23500061035156,248.72999572753906,248.22500610351562,248.6199951171875,167902,0.0,0.0
2023-03-02 13:55:00-05:00,248.6300048828125,249.41000366210938,248.61000061035156,249.39500427246094,273221,0.0,0.0
2023-03-02 14:00:00-05:00,249.38999938964844,250.02999877929688,249.38999938964844,249.7899932861328,481211,0.0,0.0
2023-03-02 14:05:00-05:00,249.7899932861328,250.04879760742188,249.6999969482422,250.0399932861328,233366,0.0,0.0
2023-03-02 14:10:00-05:00,250.0500030517578,250.27999877929688,249.82000732421875,249.83999633789062,312841,0.0,0.0
2023-03-02 14:15:00-05:00,249.85000610351562,249.99000549316406,249.55999755859375,249.97999572753906,191118,0.0,0.0
2023-03-02 14:20:00-05:00,249.9799041748047,250.25999450683594,249.80999755859375,250.25,161239,0.0,0.0
2023-03-02 14:25:00-05:00,250.27000427246094,250.72999572753906,250.1300048828125,250.6199951171875,262610,0.0,0.0
2023-03-02 14:30:00-05:00,250.67999267578125,250.83999633789062,250.27000427246094,250.33999633789062,226332,0.0,0.0
2023-03-02 14:35:00-05:00,250.33999633789062,250.35000610351562,249.9499969482422,250.07000732421875,250411,0.0,0.0
2023-03-02 14:40:00-05:00,250.07000732421875,250.2100067138672,249.97000122070312,250.02999877929688,141566,0.0,0.0
2023-03-02 14:45:00-05:00,250.0260009765625,250.07000732421875,249.88999938964844,250.0,177218,0.0,0.0
2023-03-02 14:50:00-05:00,250.02999877929688,250.05999755859375,249.77000427246094,249.80999755859375,161246,0.0,0.0
2023-03-02 14:55:00-05:00,249.8300018310547,250.13999938964844,249.74000549316406,250.0399932861328,177203,0.0,0.0
2023-03-02 15:00:00-05:00,250.02999877929688,250.3800048828125,249.8699951171875,249.91000366210938,267287,0.0,0.0
2023-03-02 15:05:00-05:00,249.89999389648438,250.13999938964844,249.81500244140625,249.97000122070312,196846,0.0,0.0
2023-03-02 15:10:00-05:00,249.97000122070312,250.30990600585938,249.9499969482422,250.22000122070312,202124,0.0,0.0
2023-03-02 15:15:00-05:00,250.24000549316406,250.44000244140625,250.00999450683594,250.0758056640625,257081,0.0,0.0
2023-03-02 15:20:00-05:00,250.0500030517578,250.44000244140625,250.02000427246094,250.35000610351562,186190,0.0,0.0
2023-03-02 15:25:00-05:00,250.3699951171875,250.67999267578125,250.32000732421875,250.5800018310547,254394,0.0,0.0
2023-03-02 15:30:00-05:00,250.58999633789062,250.94000244140625,250.5800018310547,250.9199981689453,311235,0.0,0.0
2023-03-02 15:35:00-05:00,250.9199981689453,251.39999389648438,250.84249877929688,251.25999450683594,326046,0.0,0.0
2023-03-02 15:40:00-05:00,251.25,251.2899932861328,250.75,250.75,316511,0.0,0.0
2023-03-02 15:45:00-05:00,250.72999572753906,251.08999633789062,250.6699981689453,251.08999633789062,337031,0.0,0.0
2023-03-02 15:50:00-05:00,251.07000732421875,251.19000244140625,250.44000244140625,250.61000061035156,551144,0.0,0.0
2023-03-02 15:55:00-05:00,250.6199951171875,251.11000061035156,250.6199951171875,251.11000061035156,1082582,0.0,0.0
2023-03-03 09:30:00-05:00,251.8800048828125,251.97039794921875,251.38999938964844,251.8699951171875,1221334,0.0,0.0
2023-03-03 09:35:00-05:00,251.8699951171875,252.47000122070312,251.50999450683594,252.2550048828125,286948,0.0,0.0
2023-03-03 09:40:00-05:00,252.2760009765625,252.9499969482422,252.02059936523438,252.85989379882812,389050,0.0,0.0
2023-03-03 09:45:00-05:00,252.86000061035156,253.64999389648438,252.86000061035156,253.3300018310547,451541,0.0,0.0
